[14 Oct] 03:29:36 | INFO | Iteration #1
[14 Oct] 03:50:29 | INFO | Page #2  Lot #17
[14 Oct] 03:50:30 | INFO | Page #2  Lot #18
[14 Oct] 03:50:30 | INFO | Page #2  Lot #19
[14 Oct] 03:50:30 | INFO | Page #2  Lot #20
[14 Oct] 03:50:32 | INFO | Page #3  Lot #21
[14 Oct] 03:50:32 | INFO | Page #3  Lot #22
[14 Oct] 03:50:33 | INFO | Page #3  Lot #23
[14 Oct] 03:50:33 | INFO | Page #3  Lot #24
[14 Oct] 03:50:33 | INFO | Page #3  Lot #25
[14 Oct] 03:50:34 | INFO | Page #3  Lot #26
[14 Oct] 03:50:34 | INFO | Page #3  Lot #27
[14 Oct] 03:50:34 | INFO | Page #3  Lot #28
[14 Oct] 03:50:35 | INFO | Page #3  Lot #29
[14 Oct] 03:50:35 | INFO | Page #3  Lot #30
[14 Oct] 03:50:45 | ERROR | Scaping error 
Message: 
Stacktrace:
	GetHandleVerifier [0x00007FF64A7C8EF2+54786]
	(No symbol) [0x00007FF64A735612]
	(No symbol) [0x00007FF64A5EA64B]
	(No symbol) [0x00007FF64A62B79C]
	(No symbol) [0x00007FF64A62B91C]
	(No symbol) [0x00007FF64A666D87]
	(No symbol) [0x00007FF64A64BEAF]
	(No symbol) [0x00007FF64A664D02]
	(No symbol) [0x00007FF64A64BC43]
	(No symbol) [0x00007FF64A620941]
	(No symbol) [0x00007FF64A621B84]
	GetHandleVerifier [0x00007FF64AB17F52+3524194]
	GetHandleVerifier [0x00007FF64AB6D800+3874576]
	GetHandleVerifier [0x00007FF64AB65D7F+3843215]
	GetHandleVerifier [0x00007FF64A865086+694166]
	(No symbol) [0x00007FF64A740A88]
	(No symbol) [0x00007FF64A73CA94]
	(No symbol) [0x00007FF64A73CBC2]
	(No symbol) [0x00007FF64A72CC83]
	BaseThreadInitThunk [0x00007FFBF5F27344+20]
	RtlUserThreadStart [0x00007FFBF73826B1+33]

[14 Oct] 03:51:45 | INFO | Iteration #13

[14 Oct] 03:51:55 | INFO | Page #1  Lot #1
[14 Oct] 03:51:55 | INFO | Page #1  Lot #2
[14 Oct] 03:51:56 | INFO | Page #1  Lot #3
[14 Oct] 03:51:56 | INFO | Page #1  Lot #4
[14 Oct] 03:51:56 | INFO | Page #1  Lot #5
[14 Oct] 03:51:57 | INFO | Page #1  Lot #6
[14 Oct] 03:51:57 | INFO | Page #1  Lot #7
[14 Oct] 03:51:57 | INFO | Page #1  Lot #8
[14 Oct] 03:51:58 | INFO | Page #1  Lot #9
[14 Oct] 03:51:58 | INFO | Page #1  Lot #10
[14 Oct] 03:51:59 | INFO | Page #2  Lot #11
[14 Oct] 03:51:59 | INFO | Page #2  Lot #12
[14 Oct] 03:52:00 | INFO | Page #2  Lot #13
[14 Oct] 03:52:00 | INFO | Page #2  Lot #14
[14 Oct] 03:52:00 | INFO | Page #2  Lot #15
[14 Oct] 03:52:01 | INFO | Page #2  Lot #16
[14 Oct] 03:52:01 | INFO | Page #2  Lot #17
[14 Oct] 03:52:01 | INFO | Page #2  Lot #18
[14 Oct] 03:52:02 | INFO | Page #2  Lot #19
[14 Oct] 03:52:02 | INFO | Page #2  Lot #20
[14 Oct] 03:52:03 | INFO | Page #3  Lot #21
[14 Oct] 03:52:03 | INFO | Page #3  Lot #22
[14 Oct] 03:52:04 | INFO | Page #3  Lot #23
[14 Oct] 03:52:04 | INFO | Page #3  Lot #24
[14 Oct] 03:52:04 | INFO | Page #3  Lot #25
[14 Oct] 03:52:05 | INFO | Page #3  Lot #26
[14 Oct] 03:52:05 | INFO | Page #3  Lot #27
[14 Oct] 03:52:05 | INFO | Page #3  Lot #28
[14 Oct] 03:52:06 | INFO | Page #3  Lot #29
[14 Oct] 03:52:06 | INFO | Page #3  Lot #30
[14 Oct] 03:52:08 | INFO | Page #4  Lot #31
[14 Oct] 03:52:08 | INFO | Page #4  Lot #32
[14 Oct] 03:52:08 | INFO | Page #4  Lot #33
[14 Oct] 03:52:09 | INFO | Page #4  Lot #34
[14 Oct] 03:52:09 | INFO | Page #4  Lot #35
[14 Oct] 03:52:09 | INFO | Page #4  Lot #36
[14 Oct] 03:52:10 | INFO | Page #4  Lot #37
[14 Oct] 03:52:10 | INFO | Page #4  Lot #38
[14 Oct] 03:52:10 | INFO | Page #4  Lot #39
[14 Oct] 03:52:11 | INFO | Page #4  Lot #40
[14 Oct] 03:52:12 | INFO | Page #5  Lot #41
[14 Oct] 03:52:12 | INFO | Page #5  Lot #42
[14 Oct] 03:52:12 | INFO | Page #5  Lot #43
[14 Oct] 03:52:13 | INFO | Page #5  Lot #44
[14 Oct] 03:52:13 | INFO | Page #5  Lot #45
[14 Oct] 03:52:13 | INFO | Page #5  Lot #46
[14 Oct] 03:52:14 | INFO | Page #5  Lot #47
[14 Oct] 03:52:14 | INFO | Page #5  Lot #48
[14 Oct] 03:52:14 | INFO | Page #5  Lot #49
[14 Oct] 03:52:15 | INFO | Page #5  Lot #50
[14 Oct] 03:52:16 | INFO | Page #6  Lot #51
[14 Oct] 03:52:16 | INFO | Page #6  Lot #52
[14 Oct] 03:52:17 | INFO | Page #6  Lot #53
[14 Oct] 03:52:17 | INFO | Page #6  Lot #54
[14 Oct] 03:52:17 | INFO | Page #6  Lot #55
[14 Oct] 03:52:18 | INFO | Page #6  Lot #56
[14 Oct] 03:52:18 | INFO | Page #6  Lot #57
[14 Oct] 03:52:18 | INFO | Page #6  Lot #58
[14 Oct] 03:52:19 | INFO | Page #6  Lot #59
[14 Oct] 03:52:19 | INFO | Page #6  Lot #60
[14 Oct] 03:52:21 | INFO | Page #7  Lot #61
[14 Oct] 03:52:21 | INFO | Page #7  Lot #62
[14 Oct] 03:52:22 | INFO | Page #7  Lot #63
[14 Oct] 03:52:22 | INFO | Page #7  Lot #64
[14 Oct] 03:52:22 | INFO | Page #7  Lot #65
[14 Oct] 03:52:23 | INFO | Page #7  Lot #66
[14 Oct] 03:52:23 | INFO | Page #7  Lot #67
[14 Oct] 03:52:23 | INFO | Page #7  Lot #68
[14 Oct] 03:52:24 | INFO | Page #7  Lot #69
[14 Oct] 03:52:24 | INFO | Page #7  Lot #70
[14 Oct] 03:52:26 | INFO | Page #8  Lot #71
[14 Oct] 03:52:26 | INFO | Page #8  Lot #72
[14 Oct] 03:52:27 | INFO | Page #8  Lot #73
[14 Oct] 03:52:27 | INFO | Page #8  Lot #74
[14 Oct] 03:52:27 | INFO | Page #8  Lot #75
[14 Oct] 03:52:28 | INFO | Page #8  Lot #76
[14 Oct] 03:52:28 | INFO | Page #8  Lot #77
[14 Oct] 03:52:28 | INFO | Page #8  Lot #78
[14 Oct] 03:52:29 | INFO | Page #8  Lot #79
[14 Oct] 03:52:29 | INFO | Page #8  Lot #80
[14 Oct] 03:52:34 | INFO | Page #9  Lot #81
[14 Oct] 03:52:34 | INFO | Page #9  Lot #82
[14 Oct] 03:52:34 | INFO | Page #9  Lot #83
[14 Oct] 03:52:35 | INFO | Page #9  Lot #84
[14 Oct] 03:52:35 | INFO | Page #9  Lot #85
[14 Oct] 03:52:35 | INFO | Page #9  Lot #86
[14 Oct] 03:52:36 | INFO | Page #9  Lot #87
[14 Oct] 03:52:36 | INFO | Page #9  Lot #88
[14 Oct] 03:52:36 | INFO | Page #9  Lot #89
[14 Oct] 03:52:37 | INFO | Page #9  Lot #90
[14 Oct] 03:52:47 | ERROR | Scaping error 
Message: 
Stacktrace:
	GetHandleVerifier [0x00007FF64A7C8EF2+54786]
	(No symbol) [0x00007FF64A735612]
	(No symbol) [0x00007FF64A5EA64B]
	(No symbol) [0x00007FF64A62B79C]
	(No symbol) [0x00007FF64A62B91C]
	(No symbol) [0x00007FF64A666D87]
	(No symbol) [0x00007FF64A64BEAF]
	(No symbol) [0x00007FF64A664D02]
	(No symbol) [0x00007FF64A64BC43]
	(No symbol) [0x00007FF64A620941]
	(No symbol) [0x00007FF64A621B84]
	GetHandleVerifier [0x00007FF64AB17F52+3524194]
	GetHandleVerifier [0x00007FF64AB6D800+3874576]
	GetHandleVerifier [0x00007FF64AB65D7F+3843215]
	GetHandleVerifier [0x00007FF64A865086+694166]
	(No symbol) [0x00007FF64A740A88]
	(No symbol) [0x00007FF64A73CA94]
	(No symbol) [0x00007FF64A73CBC2]
	(No symbol) [0x00007FF64A72CC83]
	BaseThreadInitThunk [0x00007FFBF5F27344+20]
	RtlUserThreadStart [0x00007FFBF73826B1+33]

[14 Oct] 03:53:47 | INFO | Iteration #14

[14 Oct] 03:53:58 | INFO | Page #1  Lot #1
[14 Oct] 03:53:58 | INFO | Page #1  Lot #2
[14 Oct] 03:53:58 | INFO | Page #1  Lot #3
[14 Oct] 03:53:59 | INFO | Page #1  Lot #4
[14 Oct] 03:53:59 | INFO | Page #1  Lot #5
[14 Oct] 03:53:59 | INFO | Page #1  Lot #6
[14 Oct] 03:54:00 | INFO | Page #1  Lot #7
[14 Oct] 03:54:00 | INFO | Page #1  Lot #8
[14 Oct] 03:54:00 | INFO | Page #1  Lot #9
[14 Oct] 03:54:01 | INFO | Page #1  Lot #10
[14 Oct] 03:54:02 | INFO | Page #2  Lot #11
[14 Oct] 03:54:02 | INFO | Page #2  Lot #12
[14 Oct] 03:54:02 | INFO | Page #2  Lot #13
[14 Oct] 03:54:03 | INFO | Page #2  Lot #14
[14 Oct] 03:54:03 | INFO | Page #2  Lot #15
[14 Oct] 03:54:03 | INFO | Page #2  Lot #16
[14 Oct] 03:54:04 | INFO | Page #2  Lot #17
[14 Oct] 03:54:04 | INFO | Page #2  Lot #18
[14 Oct] 03:54:04 | INFO | Page #2  Lot #19
[14 Oct] 03:54:05 | INFO | Page #2  Lot #20
[14 Oct] 03:54:09 | INFO | Page #3  Lot #21
[14 Oct] 03:54:10 | INFO | Page #3  Lot #22
[14 Oct] 03:54:10 | INFO | Page #3  Lot #23
[14 Oct] 03:54:10 | INFO | Page #3  Lot #24
[14 Oct] 03:54:11 | INFO | Page #3  Lot #25
[14 Oct] 03:54:11 | INFO | Page #3  Lot #26
[14 Oct] 03:54:11 | INFO | Page #3  Lot #27
[14 Oct] 03:54:12 | INFO | Page #3  Lot #28
[14 Oct] 03:54:12 | INFO | Page #3  Lot #29
[14 Oct] 03:54:12 | INFO | Page #3  Lot #30
[14 Oct] 03:54:14 | INFO | Page #4  Lot #31
[14 Oct] 03:54:14 | INFO | Page #4  Lot #32
[14 Oct] 03:54:14 | INFO | Page #4  Lot #33
[14 Oct] 03:54:15 | INFO | Page #4  Lot #34
[14 Oct] 03:54:15 | INFO | Page #4  Lot #35
[14 Oct] 03:54:16 | INFO | Page #4  Lot #36
[14 Oct] 03:54:16 | INFO | Page #4  Lot #37
[14 Oct] 03:54:16 | INFO | Page #4  Lot #38
[14 Oct] 03:54:17 | INFO | Page #4  Lot #39
[14 Oct] 03:54:17 | INFO | Page #4  Lot #40
[14 Oct] 03:54:20 | INFO | Page #5  Lot #41
[14 Oct] 03:54:21 | INFO | Page #5  Lot #42
[14 Oct] 03:54:21 | INFO | Page #5  Lot #43
[14 Oct] 03:54:21 | INFO | Page #5  Lot #44
[14 Oct] 03:54:22 | INFO | Page #5  Lot #45
[14 Oct] 03:54:22 | INFO | Page #5  Lot #46
[14 Oct] 03:54:22 | INFO | Page #5  Lot #47
[14 Oct] 03:54:23 | INFO | Page #5  Lot #48
[14 Oct] 03:54:23 | INFO | Page #5  Lot #49
[14 Oct] 03:54:24 | INFO | Page #5  Lot #50
[14 Oct] 03:54:25 | INFO | Page #6  Lot #51
[14 Oct] 03:54:26 | INFO | Page #6  Lot #52
[14 Oct] 03:54:26 | INFO | Page #6  Lot #53
[14 Oct] 03:54:27 | INFO | Page #6  Lot #54
[14 Oct] 03:54:27 | INFO | Page #6  Lot #55
[14 Oct] 03:54:27 | INFO | Page #6  Lot #56
[14 Oct] 03:54:28 | INFO | Page #6  Lot #57
[14 Oct] 03:54:28 | INFO | Page #6  Lot #58
[14 Oct] 03:54:28 | INFO | Page #6  Lot #59
[14 Oct] 03:54:29 | INFO | Page #6  Lot #60
[14 Oct] 03:54:31 | INFO | Page #7  Lot #61
[14 Oct] 03:54:31 | INFO | Page #7  Lot #62
[14 Oct] 03:54:31 | INFO | Page #7  Lot #63
[14 Oct] 03:54:32 | INFO | Page #7  Lot #64
[14 Oct] 03:54:32 | INFO | Page #7  Lot #65
[14 Oct] 03:54:32 | INFO | Page #7  Lot #66
[14 Oct] 03:54:33 | INFO | Page #7  Lot #67
[14 Oct] 03:54:33 | INFO | Page #7  Lot #68
[14 Oct] 03:54:33 | INFO | Page #7  Lot #69
[14 Oct] 03:54:34 | INFO | Page #7  Lot #70
[14 Oct] 03:54:35 | INFO | Page #8  Lot #71
[14 Oct] 03:54:35 | INFO | Page #8  Lot #72
[14 Oct] 03:54:36 | INFO | Page #8  Lot #73
[14 Oct] 03:54:36 | INFO | Page #8  Lot #74
[14 Oct] 03:54:36 | INFO | Page #8  Lot #75
[14 Oct] 03:54:37 | INFO | Page #8  Lot #76
[14 Oct] 03:54:37 | INFO | Page #8  Lot #77
[14 Oct] 03:54:38 | INFO | Page #8  Lot #78
[14 Oct] 03:54:38 | INFO | Page #8  Lot #79
[14 Oct] 03:54:38 | INFO | Page #8  Lot #80
[14 Oct] 03:54:45 | INFO | Page #9  Lot #81
[14 Oct] 03:54:46 | INFO | Page #9  Lot #82
[14 Oct] 03:54:46 | INFO | Page #9  Lot #83
[14 Oct] 03:54:46 | INFO | Page #9  Lot #84
[14 Oct] 03:54:47 | INFO | Page #9  Lot #85
[14 Oct] 03:54:47 | INFO | Page #9  Lot #86
[14 Oct] 03:54:47 | INFO | Page #9  Lot #87
[14 Oct] 03:54:48 | INFO | Page #9  Lot #88
[14 Oct] 03:54:48 | INFO | Page #9  Lot #89
[14 Oct] 03:54:48 | INFO | Page #9  Lot #90
[14 Oct] 03:54:50 | INFO | Page #10  Lot #91
[14 Oct] 03:54:50 | INFO | Page #10  Lot #92
[14 Oct] 03:54:50 | INFO | Page #10  Lot #93
[14 Oct] 03:54:51 | INFO | Page #10  Lot #94
[14 Oct] 03:54:51 | INFO | Page #10  Lot #95
[14 Oct] 03:54:52 | INFO | Page #10  Lot #96
[14 Oct] 03:54:52 | INFO | Page #10  Lot #97
[14 Oct] 03:54:52 | INFO | Page #10  Lot #98
[14 Oct] 03:54:53 | INFO | Page #10  Lot #99
[14 Oct] 03:54:53 | INFO | Page #10  Lot #100
[14 Oct] 03:55:55 | INFO | Iteration #15

[14 Oct] 03:56:04 | INFO | Page #1  Lot #1
[14 Oct] 03:56:04 | INFO | Page #1  Lot #2
[14 Oct] 03:56:04 | INFO | Page #1  Lot #3
[14 Oct] 03:56:05 | INFO | Page #1  Lot #4
[14 Oct] 03:56:05 | INFO | Page #1  Lot #5
[14 Oct] 03:56:05 | INFO | Page #1  Lot #6
[14 Oct] 03:56:06 | INFO | Page #1  Lot #7
[14 Oct] 03:56:06 | INFO | Page #1  Lot #8
[14 Oct] 03:56:06 | INFO | Page #1  Lot #9
[14 Oct] 03:56:07 | INFO | Page #1  Lot #10
[14 Oct] 03:56:08 | INFO | Page #2  Lot #11
[14 Oct] 03:56:09 | INFO | Page #2  Lot #12
[14 Oct] 03:56:09 | INFO | Page #2  Lot #13
[14 Oct] 03:56:09 | INFO | Page #2  Lot #14
[14 Oct] 03:56:10 | INFO | Page #2  Lot #15
[14 Oct] 03:56:10 | INFO | Page #2  Lot #16
[14 Oct] 03:56:10 | INFO | Page #2  Lot #17
[14 Oct] 03:56:11 | INFO | Page #2  Lot #18
[14 Oct] 03:56:11 | INFO | Page #2  Lot #19
[14 Oct] 03:56:11 | INFO | Page #2  Lot #20
[14 Oct] 03:56:12 | INFO | Page #3  Lot #21
[14 Oct] 03:56:13 | INFO | Page #3  Lot #22
[14 Oct] 03:56:13 | INFO | Page #3  Lot #23
[14 Oct] 03:56:13 | INFO | Page #3  Lot #24
[14 Oct] 03:56:14 | INFO | Page #3  Lot #25
[14 Oct] 03:56:14 | INFO | Page #3  Lot #26
[14 Oct] 03:56:14 | INFO | Page #3  Lot #27
[14 Oct] 03:56:15 | INFO | Page #3  Lot #28
[14 Oct] 03:56:15 | INFO | Page #3  Lot #29
[14 Oct] 03:56:15 | INFO | Page #3  Lot #30
[14 Oct] 03:56:17 | INFO | Page #4  Lot #31
[14 Oct] 03:56:17 | INFO | Page #4  Lot #32
[14 Oct] 03:56:18 | INFO | Page #4  Lot #33
[14 Oct] 03:56:18 | INFO | Page #4  Lot #34
[14 Oct] 03:56:19 | INFO | Page #4  Lot #35
[14 Oct] 03:56:19 | INFO | Page #4  Lot #36
[14 Oct] 03:56:19 | INFO | Page #4  Lot #37
[14 Oct] 03:56:20 | INFO | Page #4  Lot #38
[14 Oct] 03:56:20 | INFO | Page #4  Lot #39
[14 Oct] 03:56:20 | INFO | Page #4  Lot #40
[14 Oct] 03:56:30 | ERROR | Scaping error 
Message: 
Stacktrace:
	GetHandleVerifier [0x00007FF64A7C8EF2+54786]
	(No symbol) [0x00007FF64A735612]
	(No symbol) [0x00007FF64A5EA64B]
	(No symbol) [0x00007FF64A62B79C]
	(No symbol) [0x00007FF64A62B91C]
	(No symbol) [0x00007FF64A666D87]
	(No symbol) [0x00007FF64A64BEAF]
	(No symbol) [0x00007FF64A664D02]
	(No symbol) [0x00007FF64A64BC43]
	(No symbol) [0x00007FF64A620941]
	(No symbol) [0x00007FF64A621B84]
	GetHandleVerifier [0x00007FF64AB17F52+3524194]
	GetHandleVerifier [0x00007FF64AB6D800+3874576]
	GetHandleVerifier [0x00007FF64AB65D7F+3843215]
	GetHandleVerifier [0x00007FF64A865086+694166]
	(No symbol) [0x00007FF64A740A88]
	(No symbol) [0x00007FF64A73CA94]
	(No symbol) [0x00007FF64A73CBC2]
	(No symbol) [0x00007FF64A72CC83]
	BaseThreadInitThunk [0x00007FFBF5F27344+20]
	RtlUserThreadStart [0x00007FFBF73826B1+33]

[14 Oct] 03:57:30 | INFO | Iteration #16

[14 Oct] 03:57:39 | INFO | Page #1  Lot #1
[14 Oct] 03:57:40 | INFO | Page #1  Lot #2
[14 Oct] 03:57:40 | INFO | Page #1  Lot #3
[14 Oct] 03:57:40 | INFO | Page #1  Lot #4
[14 Oct] 03:57:41 | INFO | Page #1  Lot #5
[14 Oct] 03:57:41 | INFO | Page #1  Lot #6
[14 Oct] 03:57:41 | INFO | Page #1  Lot #7
[14 Oct] 03:57:42 | INFO | Page #1  Lot #8
[14 Oct] 03:57:42 | INFO | Page #1  Lot #9
[14 Oct] 03:57:42 | INFO | Page #1  Lot #10
[14 Oct] 03:57:43 | INFO | Page #2  Lot #11
[14 Oct] 03:57:44 | INFO | Page #2  Lot #12
[14 Oct] 03:57:44 | INFO | Page #2  Lot #13
[14 Oct] 03:57:44 | INFO | Page #2  Lot #14
[14 Oct] 03:57:45 | INFO | Page #2  Lot #15
[14 Oct] 03:57:45 | INFO | Page #2  Lot #16
[14 Oct] 03:57:45 | INFO | Page #2  Lot #17
[14 Oct] 03:57:46 | INFO | Page #2  Lot #18
[14 Oct] 03:57:46 | INFO | Page #2  Lot #19
[14 Oct] 03:57:46 | INFO | Page #2  Lot #20
[14 Oct] 03:57:47 | INFO | Page #3  Lot #21
[14 Oct] 03:57:48 | INFO | Page #3  Lot #22
[14 Oct] 03:57:48 | INFO | Page #3  Lot #23
[14 Oct] 03:57:48 | INFO | Page #3  Lot #24
[14 Oct] 03:57:49 | INFO | Page #3  Lot #25
[14 Oct] 03:57:49 | INFO | Page #3  Lot #26
[14 Oct] 03:57:49 | INFO | Page #3  Lot #27
[14 Oct] 03:57:50 | INFO | Page #3  Lot #28
[14 Oct] 03:57:50 | INFO | Page #3  Lot #29
[14 Oct] 03:57:50 | INFO | Page #3  Lot #30
[14 Oct] 03:57:54 | INFO | Page #4  Lot #31
[14 Oct] 03:57:55 | INFO | Page #4  Lot #32
[14 Oct] 03:57:55 | INFO | Page #4  Lot #33
[14 Oct] 03:57:55 | INFO | Page #4  Lot #34
[14 Oct] 03:57:56 | INFO | Page #4  Lot #35
[14 Oct] 03:57:56 | INFO | Page #4  Lot #36
[14 Oct] 03:57:56 | INFO | Page #4  Lot #37
[14 Oct] 03:57:57 | INFO | Page #4  Lot #38
[14 Oct] 03:57:57 | INFO | Page #4  Lot #39
[14 Oct] 03:57:58 | INFO | Page #4  Lot #40
[14 Oct] 03:57:59 | INFO | Page #5  Lot #41
[14 Oct] 03:57:59 | INFO | Page #5  Lot #42
[14 Oct] 03:58:00 | INFO | Page #5  Lot #43
[14 Oct] 03:58:00 | INFO | Page #5  Lot #44
[14 Oct] 03:58:00 | INFO | Page #5  Lot #45
[14 Oct] 03:58:01 | INFO | Page #5  Lot #46
[14 Oct] 03:58:01 | INFO | Page #5  Lot #47
[14 Oct] 03:58:01 | INFO | Page #5  Lot #48
[14 Oct] 03:58:02 | INFO | Page #5  Lot #49
[14 Oct] 03:58:02 | INFO | Page #5  Lot #50
[14 Oct] 03:58:03 | INFO | Page #6  Lot #51
[14 Oct] 03:58:03 | INFO | Page #6  Lot #52
[14 Oct] 03:58:04 | INFO | Page #6  Lot #53
[14 Oct] 03:58:04 | INFO | Page #6  Lot #54
[14 Oct] 03:58:04 | INFO | Page #6  Lot #55
[14 Oct] 03:58:05 | INFO | Page #6  Lot #56
[14 Oct] 03:58:05 | INFO | Page #6  Lot #57
[14 Oct] 03:58:05 | INFO | Page #6  Lot #58
[14 Oct] 03:58:06 | INFO | Page #6  Lot #59
[14 Oct] 03:58:06 | INFO | Page #6  Lot #60
[14 Oct] 03:58:07 | INFO | Page #7  Lot #61
[14 Oct] 03:58:07 | INFO | Page #7  Lot #62
[14 Oct] 03:58:08 | INFO | Page #7  Lot #63
[14 Oct] 03:58:08 | INFO | Page #7  Lot #64
[14 Oct] 03:58:08 | INFO | Page #7  Lot #65
[14 Oct] 03:58:09 | INFO | Page #7  Lot #66
[14 Oct] 03:58:09 | INFO | Page #7  Lot #67
[14 Oct] 03:58:09 | INFO | Page #7  Lot #68
[14 Oct] 03:58:10 | INFO | Page #7  Lot #69
[14 Oct] 03:58:10 | INFO | Page #7  Lot #70
[14 Oct] 03:58:13 | INFO | Page #8  Lot #71
[14 Oct] 03:58:13 | INFO | Page #8  Lot #72
[14 Oct] 03:58:14 | INFO | Page #8  Lot #73
[14 Oct] 03:58:14 | INFO | Page #8  Lot #74
[14 Oct] 03:58:14 | INFO | Page #8  Lot #75
[14 Oct] 03:58:15 | INFO | Page #8  Lot #76
[14 Oct] 03:58:15 | INFO | Page #8  Lot #77
[14 Oct] 03:58:15 | INFO | Page #8  Lot #78
[14 Oct] 03:58:16 | INFO | Page #8  Lot #79
[14 Oct] 03:58:16 | INFO | Page #8  Lot #80
[14 Oct] 03:58:18 | INFO | Page #9  Lot #81
[14 Oct] 03:58:18 | INFO | Page #9  Lot #82
[14 Oct] 03:58:18 | INFO | Page #9  Lot #83
[14 Oct] 03:58:19 | INFO | Page #9  Lot #84
[14 Oct] 03:58:19 | INFO | Page #9  Lot #85
[14 Oct] 03:58:19 | INFO | Page #9  Lot #86
[14 Oct] 03:58:20 | INFO | Page #9  Lot #87
[14 Oct] 03:58:20 | INFO | Page #9  Lot #88
[14 Oct] 03:58:20 | INFO | Page #9  Lot #89
[14 Oct] 03:58:21 | INFO | Page #9  Lot #90
[14 Oct] 03:58:22 | INFO | Page #10  Lot #91
[14 Oct] 03:58:22 | INFO | Page #10  Lot #92
[14 Oct] 03:58:23 | INFO | Page #10  Lot #93
[14 Oct] 03:58:23 | INFO | Page #10  Lot #94
[14 Oct] 03:58:23 | INFO | Page #10  Lot #95
[14 Oct] 03:58:24 | INFO | Page #10  Lot #96
[14 Oct] 03:58:24 | INFO | Page #10  Lot #97
[14 Oct] 03:58:24 | INFO | Page #10  Lot #98
[14 Oct] 03:58:25 | INFO | Page #10  Lot #99
[14 Oct] 03:58:25 | INFO | Page #10  Lot #100
[14 Oct] 03:59:26 | INFO | Iteration #17

[14 Oct] 03:59:35 | INFO | Page #1  Lot #1
[14 Oct] 03:59:36 | INFO | Page #1  Lot #2
[14 Oct] 03:59:36 | INFO | Page #1  Lot #3
[14 Oct] 03:59:36 | INFO | Page #1  Lot #4
[14 Oct] 03:59:37 | INFO | Page #1  Lot #5
[14 Oct] 03:59:37 | INFO | Page #1  Lot #6
[14 Oct] 03:59:37 | INFO | Page #1  Lot #7
[14 Oct] 03:59:38 | INFO | Page #1  Lot #8
[14 Oct] 03:59:38 | INFO | Page #1  Lot #9
[14 Oct] 03:59:38 | INFO | Page #1  Lot #10
[14 Oct] 03:59:40 | INFO | Page #2  Lot #11
[14 Oct] 03:59:40 | INFO | Page #2  Lot #12
[14 Oct] 03:59:41 | INFO | Page #2  Lot #13
[14 Oct] 03:59:41 | INFO | Page #2  Lot #14
[14 Oct] 03:59:41 | INFO | Page #2  Lot #15
[14 Oct] 03:59:42 | INFO | Page #2  Lot #16
[14 Oct] 03:59:42 | INFO | Page #2  Lot #17
[14 Oct] 03:59:42 | INFO | Page #2  Lot #18
[14 Oct] 03:59:43 | INFO | Page #2  Lot #19
[14 Oct] 03:59:43 | INFO | Page #2  Lot #20
[14 Oct] 03:59:44 | INFO | Page #3  Lot #21
[14 Oct] 03:59:44 | INFO | Page #3  Lot #22
[14 Oct] 03:59:45 | INFO | Page #3  Lot #23
[14 Oct] 03:59:45 | INFO | Page #3  Lot #24
[14 Oct] 03:59:45 | INFO | Page #3  Lot #25
[14 Oct] 03:59:46 | INFO | Page #3  Lot #26
[14 Oct] 03:59:46 | INFO | Page #3  Lot #27
[14 Oct] 03:59:46 | INFO | Page #3  Lot #28
[14 Oct] 03:59:47 | INFO | Page #3  Lot #29
[14 Oct] 03:59:47 | INFO | Page #3  Lot #30
[14 Oct] 03:59:48 | INFO | Page #4  Lot #31
[14 Oct] 03:59:48 | INFO | Page #4  Lot #32
[14 Oct] 03:59:49 | INFO | Page #4  Lot #33
[14 Oct] 03:59:49 | INFO | Page #4  Lot #34
[14 Oct] 03:59:49 | INFO | Page #4  Lot #35
[14 Oct] 03:59:50 | INFO | Page #4  Lot #36
[14 Oct] 03:59:50 | INFO | Page #4  Lot #37
[14 Oct] 03:59:50 | INFO | Page #4  Lot #38
[14 Oct] 03:59:51 | INFO | Page #4  Lot #39
[14 Oct] 03:59:51 | INFO | Page #4  Lot #40
[14 Oct] 03:59:52 | INFO | Page #5  Lot #41
[14 Oct] 03:59:53 | INFO | Page #5  Lot #42
[14 Oct] 03:59:53 | INFO | Page #5  Lot #43
[14 Oct] 03:59:53 | INFO | Page #5  Lot #44
[14 Oct] 03:59:54 | INFO | Page #5  Lot #45
[14 Oct] 03:59:54 | INFO | Page #5  Lot #46
[14 Oct] 03:59:54 | INFO | Page #5  Lot #47
[14 Oct] 03:59:55 | INFO | Page #5  Lot #48
[14 Oct] 03:59:55 | INFO | Page #5  Lot #49
[14 Oct] 03:59:55 | INFO | Page #5  Lot #50
[14 Oct] 03:59:57 | INFO | Page #6  Lot #51
[14 Oct] 03:59:57 | INFO | Page #6  Lot #52
[14 Oct] 03:59:57 | INFO | Page #6  Lot #53
[14 Oct] 03:59:58 | INFO | Page #6  Lot #54
[14 Oct] 03:59:58 | INFO | Page #6  Lot #55
[14 Oct] 03:59:59 | INFO | Page #6  Lot #56
[14 Oct] 03:59:59 | INFO | Page #6  Lot #57
[14 Oct] 03:59:59 | INFO | Page #6  Lot #58
[14 Oct] 04:00:00 | INFO | Page #6  Lot #59
[14 Oct] 04:00:00 | INFO | Page #6  Lot #60
[14 Oct] 04:00:01 | INFO | Page #7  Lot #61
[14 Oct] 04:00:01 | INFO | Page #7  Lot #62
